0.91	0.92	0.43	1	1	1	0	0	0
1.55	1.49	0.67	1	1	1	0	0	0
0.88	0.97	0.57	1	1	1	0	0	0
0.9	0.83	1	1	1	1	0	0	0
0.72	0.69	0.5	1	1	1	0	0	0
0.81	0.91	1	1	1	1	0	0	0
1.73	1.72	0.5	1	1	1	0	0	0
0.83	1.37	0.33	1	1	1	0	0	0
0.72	0.94	3	1	1	1	0	0	0
0.93	0.88	0.57	1	1	1	0	0	0
1.48	1.6	0.43	1	1	1	0	0	0
1.18	0.79	0.5	1	1	1	0	0	0
0.92	1.18	0.33	1	1	1	0	0	0
0.73	1.29	0.5	1	1	1	0	0	0
0.69	0.97	2	1	1	1	0	0	0
0.69	0.82	2	1	1	1	0	0	0
0.88	0.74	0.33	1	1	1	0	0	0
0.84	0.84	0.5	1	1	1	0	0	0
1.08	1.08	1.25	1	1	1	0	0	0
0.73	0.89	1.67	1	1	1	0	0	0
0.81	1.13	0.5	1	1	1	0	1	0
0.8	0.83	0.5	1	1	1	0	0	0
1.08	1.86	0.2	1	1	1	0	0	0
0.76	1.16	1	1	1	1	0	0	0
0.75	1.15	1	1	0	1	0	0	0
1.27	0.68	0.67	1	1	1	0	0	0
0.69	1.24	0.33	1	1	1	0	0	0
1.31	0.67	0.33	1	1	1	0	0	0
0.84	1.66	0.5	1	1	1	0	0	0
1.06	0.84	0.94	1	1	1	0	0	0
1.69	1.07	2.38	1	1	1	0	0	0
1.64	0.86	0.48	1	0	1	0	0	0
1.66	0.75	5.24	1	1	1	0	0	0
1.52	1.81	0.83	1	1	1	0	0	0
1.22	1.09	0.4	1	1	1	0	0	0
1.78	1.01	0.57	1	1	1	0	0	0
0.5	1.23	0.83	1	1	1	0	0	0
0.83	1.65	1.93	1	1	1	0	0	0
1.42	1.05	0.37	1	1	1	0	0	0
1.13	1.43	0.24	1	1	1	0	0	0
1.07	1.35	1.39	1	1	1	0	0	0
0.96	1.23	0.8	1	1	1	0	0	0
0.64	0.95	3.76	1	1	1	0	0	0
2.64	1.35	2.94	1	1	1	0	0	0
0.54	1.74	0.24	1	1	1	0	0	0
2.07	0.72	0.3	1	1	1	0	0	0
1.77	0.91	1.52	1	1	1	0	0	0
1.84	1.29	1.12	1	1	1	0	0	0
0.94	1.83	1.27	1	1	1	0	0	0
1	1.36	2.84	1	1	1	1	0	0
1.45	0.82	0.8	1	1	1	0	0	0
0.78	1.16	1.65	1	1	1	0	0	0
1.07	1.03	0.87	1	1	1	0	0	0
0.65	1.15	0.7	1	1	1	0	1	0
1.64	1.18	0.84	1	1	1	0	0	0
0.78	1.63	1.32	1	1	1	0	0	0
0.58	0.83	0.64	1	1	1	0	0	0
0.71	0.97	0.58	1	1	1	0	0	0
1.54	1.62	0.55	1	1	1	0	0	0
0.75	1.63	0.55	1	1	1	0	0	0
0.85	1.12	0.62	1	1	1	0	0	0
1.6	0.7	0.54	1	1	1	0	0	0
0.85	0.89	0.43	1	1	1	0	0	0
2.02	1.4	0.95	1	1	1	0	0	0
1.01	0.95	1.52	1	1	1	0	0	0
2.44	0.73	0.48	1	1	1	0	0	0
2.46	1.38	0.47	1	1	1	0	0	0
1.81	0.83	3.95	1	1	1	0	0	0
0.56	1.32	1.19	1	1	1	0	0	0
1.09	1.99	0.33	1	1	1	0	0	0
1.39	0.95	0.47	1	1	1	0	0	0
1.03	1.61	0.53	1	1	1	0	0	0
1.12	0.95	0.54	1	1	1	0	0	0
0.5	0.93	0.82	1	1	1	0	0	0
2.35	1.1	1.04	1	1	1	0	0	0
0.96	0.84	0.74	1	1	1	0	0	0
0.7	1.13	0.54	1	1	1	0	0	0
1.87	1.76	1.97	1	1	1	0	0	0
1.29	1.02	1.66	1	1	1	0	0	0
0.91	1.03	1.77	1	1	1	0	0	0
1	1.98	0.54	1	1	1	0	0	0
2.52	1.95	0.8	1	1	1	0	0	0
1.16	1.72	0.62	1	1	1	0	0	0
0.98	0.93	0.6	1	1	1	0	0	0
1.27	0.83	2.12	1	1	1	0	0	0
1.81	1.03	0.65	1	1	1	0	0	0
2.16	0.95	1.71	1	1	1	0	0	0
2.58	1.36	1.47	1	1	1	0	0	0
1.06	1.25	0.72	1	1	1	0	0	0
0.95	0.94	1.06	1	1	1	0	0	0
0.48	1.05	1.06	1	1	1	0	0	0
1.68	1.78	0.65	1	1	1	0	0	0
0.6	1.97	2.86	1	1	1	0	0	0
1.12	1.06	5.71	1	1	1	0	0	0
2.43	1.42	5.23	1	1	1	0	0	0
1.06	1.28	1.59	1	1	1	0	0	0
1.5	1.72	0.7	1	1	1	0	0	0
1.67	1.32	1.52	1	1	1	0	0	0
1.88	0.96	0.85	1	1	1	0	0	0
0.7	0.8	3.23	0	1	1	0	0	0
0.8	0.92	0.46	1	1	1	0	0	0
0.73	1.15	0.6	1	0	1	0	0	0
1.72	1.92	4.37	1	1	1	0	0	0
1.8	1.42	0.26	1	1	1	0	0	0
2.07	0.74	0.64	1	1	1	0	0	0
2.32	0.71	0.75	1	1	1	0	0	0
1.68	0.83	0.48	1	1	1	0	0	0
0.93	1.35	0.51	1	1	1	0	0	0
0.7	0.74	0.84	1	1	1	1	0	0
0.64	1.26	1.1	1	0	1	0	0	0
1.84	1.12	5.39	1	1	1	0	0	0
0.88	1.32	1.52	0	1	1	0	0	0
1.02	1.14	1.13	1	1	1	0	0	0
1.9	1.88	1.11	1	1	1	0	0	0
0.81	0.95	1.46	1	1	1	0	0	0
0.89	0.8	0.58	1	1	1	0	0	0
0.48	1.1	1.32	1	1	1	0	0	0
1.38	1.67	0.8	1	1	1	0	0	0
1.53	0.81	0.76	1	1	1	0	0	0
1.71	0.78	3.57	1	1	1	0	0	0
1.79	1.27	0.84	1	1	1	0	0	0
0.91	1.08	1.81	1	1	1	0	0	0
1.02	1.58	0.79	1	1	1	0	0	0
1.07	1.08	0.49	1	1	1	0	0	0
1.7	1.24	2.69	1	1	1	0	0	0
2.7	1.11	0.55	1	1	1	0	0	0
0.83	1.13	3.43	1	1	1	0	0	0
1.81	2.01	0.25	1	1	1	0	0	0
1.77	1.99	0.69	1	1	1	0	0	0
2.13	0.84	0.37	1	1	1	0	0	0
0.51	0.7	1.65	1	1	1	0	0	0
1.07	0.91	0.8	1	1	1	0	0	0
1.2	1.36	2.62	1	1	1	0	0	0
2.61	1.11	2.74	1	1	1	0	0	0
1.05	0.8	0.48	1	1	1	0	0	0
0.97	0.87	0.8	1	1	1	0	0	0
0.68	1.26	1.43	1	1	1	0	0	0
1.74	1.38	1.16	1	1	1	0	0	0
0.58	0.86	0.83	1	1	1	0	0	0
1.87	1.41	0.53	1	1	1	0	0	0
1.35	1.09	3.73	1	1	1	0	0	0
1.11	1.11	1.71	1	1	1	0	0	0
1.54	0.92	1.12	1	1	1	0	0	0
2.37	1.54	0.37	1	1	1	0	0	0
3.46	1.14	0.42	1	1	1	0	0	0
0.86	1.09	0.3	1	1	1	0	0	0
2.65	1.06	3.54	1	1	1	0	0	0
0.85	0.95	0.78	1	1	1	0	0	0
1.02	0.77	0.61	1	1	1	0	0	0
1.68	0.9	1.88	1	1	1	0	0	0
1.5	1.12	1.75	1	1	1	0	0	0
0.83	1.54	0.46	1	1	1	0	0	0
1.72	0.97	1.23	1	1	1	0	0	0
1.31	0.86	1.08	1	1	1	0	0	0
2.09	1.55	2.92	1	1	1	0	0	0
1.3	1.23	0.7	1	1	1	0	0	0
1.24	0.85	0.41	1	1	1	0	0	0
1.17	0.68	0.63	1	1	1	0	0	0
1.1	1.12	2.94	1	1	1	0	0	0
1.29	1.58	0.87	1	1	1	0	0	0
1.63	1.99	0.64	1	1	1	0	0	0
0.87	1.11	2.32	1	1	1	0	0	0
2.16	1.48	0.65	1	1	1	0	0	0
0.8	1.77	3.08	1	1	1	0	0	0
0.59	1.4	1.03	1	1	1	0	0	0
0.88	1	0.78	0	1	1	0	0	0
2.2	0.8	1.84	1	1	1	0	0	0
1.62	1.71	1.11	1	1	1	0	0	0
0.97	0.91	1.05	1	1	1	0	0	0
2.45	1.52	0.78	1	1	1	0	0	0
0.57	0.86	2.39	1	1	1	0	0	0
0.78	1.77	3.99	1	1	1	0	0	0
1.08	0.79	0.82	1	1	1	0	0	0
0.67	1.17	0.61	1	1	1	0	0	0
0.67	1.38	0.33	1	1	1	0	0	0
1.58	0.68	0.63	1	1	1	0	0	0
1.34	1.65	1.93	1	1	1	0	0	0
2.37	1.94	1.89	1	1	1	0	0	0
1.56	1.11	5.17	1	1	1	0	0	0
0.93	0.77	1.61	1	1	1	0	0	0
0.84	1.98	0.74	1	1	1	0	0	0
0.7	1.01	0.92	1	1	1	0	0	0
0.84	1.18	3.09	1	1	1	0	0	0
1.21	1.3	0.66	1	1	1	0	0	0
1.46	1.43	0.47	1	1	1	0	0	0
1.12	0.86	0.65	1	1	1	0	0	0
1.03	0.79	0.44	1	1	1	0	0	0
0.46	0.99	4.67	1	1	1	0	0	0
0.81	0.78	0.37	1	1	1	0	0	0
1.91	0.69	1.27	1	1	1	0	0	0
1.65	1.07	0.51	1	1	1	0	0	0
0.92	1.39	5.79	1	1	1	0	0	0
1.71	2.08	0.52	1	1	1	0	0	0
0.68	1.48	0.74	0	1	1	0	0	0
1.05	1.62	2.61	1	1	1	0	0	0
1.18	1.03	1.72	1	1	1	0	0	0
1.12	0.85	0.39	1	1	1	0	0	0
1.18	0.81	0.71	1	1	1	0	0	0
1.45	1.57	0.37	1	1	1	0	0	0
1.46	1.34	1.49	1	1	1	0	0	0
0.87	1.19	0.71	1	1	0	0	0	0
2.89	0.87	2.33	1	1	1	0	0	0
1.64	0.97	0.41	1	1	1	0	0	0
0.77	0.96	0.67	1	1	1	0	0	0
1.85	2.01	0.49	1	1	1	0	0	0
0.95	0.97	0.61	1	1	1	0	0	0
0.77	0.74	1.01	1	1	1	0	0	0
0.98	0.91	0.59	1	1	1	0	0	0
0.67	0.83	1.21	1	1	1	0	0	0
0.93	0.86	3.28	1	1	1	0	0	0
1.15	0.83	2.55	1	1	1	0	0	0
0.62	1.19	5.66	1	1	1	0	0	0
0.96	1.27	0.39	1	1	1	0	0	0
1.57	2.01	1.14	1	1	1	0	0	0
1.18	1.77	1.15	1	1	1	0	0	0
0.99	1.83	0.35	1	1	1	0	0	0
0.78	1.06	3.38	1	1	1	0	0	0
2.08	2.03	4.96	1	1	1	0	0	0
1.79	1.23	0.67	1	1	1	0	0	0
1.47	1.47	0.63	1	1	1	0	0	0
0.53	0.84	0.37	1	1	1	0	0	0
0.43	1.09	1.75	1	1	1	0	0	0
1.34	0.85	0.21	1	1	1	0	0	0
1.62	0.91	0.86	1	1	1	0	0	0
2.67	2.15	0.76	1	1	1	0	0	0
1.76	0.86	1.33	1	1	1	0	0	0
1.46	1.22	2.44	1	1	1	0	0	0
0.75	0.78	0.85	1	1	1	0	0	0
0.73	1.24	1	1	1	1	0	0	0
0.71	0.88	0.51	1	1	1	0	0	0
1.96	1.47	0.25	1	1	1	0	0	0
1.05	0.92	2.55	1	1	1	0	0	0
1.13	1.33	1.29	1	1	1	0	0	0
0.54	1.74	1.42	1	1	1	0	0	0
1.34	1.73	0.37	1	1	1	0	0	0
1.52	1.21	0.83	1	1	1	0	0	0
0.74	0.96	0.9	1	1	1	0	0	0
1.04	1.4	0.89	1	1	1	0	0	0
0.99	1.78	0.87	1	1	1	0	0	0
1.24	0.81	0.54	1	1	1	0	0	0
1.22	1.32	0.95	1	1	1	0	0	0
0.97	0.95	1.65	1	1	1	0	0	0
0.85	1.54	0.44	1	1	1	0	0	0
0.79	1.4	0.79	1	1	1	0	0	0
1.1	0.79	2.53	1	1	1	0	0	0
1.06	0.8	0.59	1	1	1	0	0	0
0.52	0.86	0.84	1	1	1	0	0	0
1.82	0.96	4.37	1	1	1	0	0	0
1.25	0.81	2.09	1	1	1	0	0	0
0.94	0.76	0.66	1	1	1	0	0	0
1.51	0.92	1.24	1	0	1	0	0	0
0.87	1.82	0.75	1	1	1	0	0	0
1.3	0.91	1.43	1	1	1	1	0	0
1.79	1.1	1.04	1	1	1	0	0	0
1.2	1.57	0.59	1	1	1	0	0	0
1.83	1.14	0.36	1	1	1	0	0	0
2.38	0.92	0.95	1	1	1	0	0	0
0.9	1.43	0.83	1	1	1	0	0	0
0.58	1.85	0.85	1	1	1	0	0	0
1.71	0.91	0.78	1	1	1	0	0	0
2.37	1.97	1.76	1	1	1	0	0	0
1.11	1.64	0.52	1	1	1	0	0	0
0.77	0.98	0.29	1	1	1	0	0	0
1.16	2.24	3.45	1	1	1	0	0	0
2.6	0.89	0.65	1	1	1	1	0	0
1.24	0.81	0.36	1	1	1	0	0	0
1.03	0.82	0.78	1	1	1	0	0	0
0.94	1.55	4.44	1	1	1	0	0	0
1.95	1.92	0.27	1	1	1	0	0	0
0.75	1.53	0.5	1	0	1	0	0	0
1.66	0.93	3.27	1	1	1	0	0	0
1.05	1.63	0.43	1	1	1	0	0	0
1.48	1.19	0.82	1	1	1	0	0	0
0.67	0.74	1.32	1	1	1	0	0	0
0.93	0.81	3.93	1	1	1	0	0	0
2.01	1.86	1.23	1	1	1	0	0	0
0.89	1.48	1.51	1	1	0	0	0	0
0.85	1.13	1.6	1	1	1	0	0	0
1.45	0.86	0.77	1	1	1	0	0	0
2.13	0.71	0.6	1	1	1	0	0	0
0.54	1.06	1.41	1	1	1	0	0	0
1.14	0.69	1.08	1	1	1	0	0	0
2.58	1.31	0.96	1	1	1	0	0	0
1.42	0.8	1.7	1	1	1	0	0	0
1.01	1.23	1.94	1	1	1	0	0	0
1.3	0.93	0.4	1	1	1	0	0	0
1.02	0.7	1.85	1	1	1	0	0	0
2.37	1.91	5.11	1	1	1	0	0	0
0.83	0.82	0.5	1	1	1	0	0	0
2.15	1.92	0.88	1	1	1	0	0	0
2.28	0.8	2.96	1	1	1	0	0	0
1.26	0.89	0.31	1	1	1	0	0	0
0.91	0.83	0.74	1	1	1	0	0	0
1.45	1.24	1.38	1	1	1	0	0	0
2.3	0.99	0.87	1	1	1	0	0	0
1.06	1.38	0.77	1	1	1	0	0	0
0.83	0.83	1.85	1	1	1	0	1	0
1.03	0.84	0.95	1	1	1	0	0	0
0.87	1.55	0.76	0	1	0	1	0	0
0.71	1.31	0.39	1	1	1	0	0	0
1.3	0.92	0.82	1	1	1	0	0	0
1.79	0.85	1.81	1	1	1	0	0	0
1.13	2	1.56	1	1	1	0	0	0
1.28	1.12	0.52	1	1	1	0	0	0
1.87	1.3	0.57	1	1	1	0	0	0
0.88	0.89	0.71	1	1	1	0	0	0
0.72	2.22	1.59	1	1	1	0	0	0
1.55	0.98	0.44	0	1	1	0	0	0
1.35	0.82	0.53	1	1	1	0	0	0
0.94	1.03	1.14	1	1	1	0	0	0
0.86	0.8	0.47	1	1	1	0	0	0
2.15	2.04	1.87	1	1	1	0	0	0
1.07	1	0.57	1	1	1	0	0	0
0.93	1.88	0.59	1	1	1	0	0	0
0.54	1.49	0.8	1	1	1	0	0	0
2.06	2.4	0.8	1	1	1	0	0	0
1.7	0.74	0.31	1	1	1	0	0	0
2.88	1	0.54	1	1	1	0	0	0
1.88	1.01	1.6	1	1	1	0	0	0
0.59	1.76	0.34	1	1	1	0	0	0
0.82	0.88	0.63	0	1	1	0	0	0
0.91	1.6	0.27	1	1	1	0	0	0
0.85	0.91	0.58	1	1	1	0	0	0
0.92	0.69	0.52	1	1	1	0	0	0
0.85	1.24	0.55	1	1	1	0	0	0
0.71	1.96	2.52	1	1	1	0	0	0
1.12	0.79	2	1	1	1	0	0	0
1.51	1.04	1.92	1	1	1	0	0	0
0.85	0.86	0.88	1	1	1	0	0	0
1.1	1.16	0.87	1	1	1	0	0	0
1.72	1.71	0.35	1	1	1	0	0	0
1.56	0.82	0.8	1	1	1	0	0	0
0.82	0.9	1.01	1	1	1	0	0	0
0.73	1	1.74	1	1	1	0	0	0
2.58	1.07	0.59	1	1	1	0	0	0
0.67	0.95	0.63	1	1	1	0	0	0
0.9	1.17	1.76	1	1	1	0	0	0
1.6	0.81	0.92	1	1	1	0	0	0
1.28	0.9	1	1	1	1	0	0	0
1.31	1.2	0.3	1	1	1	0	0	0
1.07	2.09	1.13	1	1	1	0	0	0
2.8	0.83	1.1	1	1	1	0	0	0
1.45	1.36	0.81	1	1	1	0	0	0
1.42	2	1.67	1	1	1	0	0	0
0.46	1.86	0.54	1	1	1	0	0	0
1.53	1.11	1.7	1	1	1	0	0	0
0.88	0.82	2.48	1	1	1	0	0	0
2.18	1.35	0.61	1	1	1	0	0	0
0.57	0.9	0.7	1	1	1	1	0	0
1.06	1.24	1.93	1	1	1	0	0	0
1.23	0.88	0.58	1	1	1	0	0	0
0.9	0.86	0.94	1	1	1	0	0	0
1.61	1.16	0.83	1	1	1	0	0	0
1.27	1.03	0.54	1	1	1	0	0	0
1.53	1.57	1.71	1	1	1	0	0	0
1.92	0.97	1.34	0	1	1	0	0	0
0.75	1.48	1.32	1	1	1	0	0	0
1.14	0.83	2.77	1	1	1	0	0	0
0.79	1.57	0.34	1	1	1	0	0	0
1.08	1.38	1.06	1	1	1	0	0	0
2	0.9	0.49	1	1	1	0	0	0
2.53	0.94	1.81	1	1	1	0	0	0
1.44	0.83	1.54	1	1	1	0	0	0
1.16	2.27	0.59	1	1	1	0	0	0
0.74	1.03	0.63	0	1	1	0	0	0
2.37	0.71	0.79	1	1	1	0	0	0
1.69	2.21	1.94	1	1	1	0	0	0
0.91	0.89	1.07	1	1	1	0	0	0
0.64	1.21	0.72	1	1	1	0	0	0
1.63	1.47	0.58	1	1	1	0	0	0
0.85	1.13	0.82	1	1	1	0	0	0
1.11	1.55	0.37	1	1	1	0	0	0
0.76	0.82	1.02	1	1	1	0	0	0
0.75	0.84	0.75	1	1	1	0	0	0
1.89	0.72	0.66	1	1	1	0	0	0
0.62	1.09	0.35	1	1	1	0	0	0
2.29	1.64	1.1	1	1	1	0	0	0
1.99	1.23	0.65	1	1	1	1	0	0
1.26	1.6	1.96	1	1	1	0	0	0
1.07	0.78	0.53	1	1	1	0	0	0
0.77	1.03	1.06	1	1	1	0	0	0
0.59	1.26	1.6	1	1	1	0	0	0
0.96	1.66	0.72	1	1	1	0	1	0
0.7	1.69	1.39	1	1	1	0	0	0
1.42	0.8	2.05	1	1	1	0	0	0
2.28	0.87	0.57	1	1	1	0	0	0
0.86	1.02	0.21	1	1	1	0	0	0
0.4	1.4	0.4	1	1	1	0	0	0
0.71	0.88	0.76	1	1	1	0	0	0
1.34	1.36	1.21	1	1	1	0	0	0
0.55	1.32	0.61	1	0	1	0	0	0
1.11	1.32	1.54	1	1	1	0	0	0
1.18	1.49	0.85	1	1	1	0	0	0
0.47	0.84	1.28	1	1	1	1	0	0
0.61	1.18	2.29	1	1	1	0	0	0
1.78	1.08	0.27	1	1	1	0	0	0
0.93	0.97	0.46	1	1	1	0	0	0
1.06	0.91	2.47	1	1	1	0	0	0
1.06	1.24	0.64	1	1	1	0	0	0
1.74	0.95	0.61	1	1	1	0	0	0
1.18	0.87	0.5	1	1	1	0	0	0
1.49	1.18	1.09	1	1	1	0	0	0
1.99	1.28	0.9	1	0	1	0	0	0
1.47	1.09	2.48	1	1	1	0	0	0
1.96	1.43	0.94	1	1	1	0	0	0
1.45	1.53	1.34	1	1	1	0	0	0
0.97	1.15	0.93	1	1	1	0	0	0
0.88	1.7	1.02	1	1	1	0	0	0
0.89	0.82	0.34	1	1	1	0	0	0
2.56	0.84	1.83	1	1	1	0	0	0
1.07	1.19	0.25	1	1	1	0	1	0
0.74	1	0.97	1	1	1	0	0	0
0.63	1.83	1.19	1	1	1	0	0	0
1.26	0.7	1.1	1	1	1	0	0	0
0.9	1.17	2.06	1	1	1	0	0	0
0.77	1.57	0.31	1	1	1	1	0	0
0.71	1.17	3.39	1	1	1	0	0	0
0.92	1.05	2.77	1	1	1	0	0	0
1.77	0.84	1.29	1	1	1	0	0	0
1.01	1.8	0.75	1	1	1	0	0	0
1.68	2.17	1.01	1	1	1	0	0	0
1.79	1.82	1.96	1	1	1	0	0	0
1.78	0.85	0.42	1	1	1	0	0	0
1	1.84	0.55	1	1	1	0	0	0
0.77	1.07	1.1	1	1	1	0	0	0
0.59	1	1.14	1	1	1	0	0	0
1.12	1.02	0.67	1	1	1	0	0	0
0.68	1.19	1.04	1	1	1	0	0	0
1.27	1.42	0.4	1	1	1	0	0	0
1.81	0.89	0.94	1	1	1	0	0	0
1.54	0.81	1.83	1	1	1	0	0	0
0.47	1.02	1.87	1	1	1	0	0	0
1.13	0.9	2.17	1	1	1	0	0	0
0.81	1.28	0.6	1	1	1	0	0	0
1.39	0.91	0.36	1	1	1	0	0	0
3.4	0.82	1.96	1	1	1	0	0	0
1.45	0.79	2.37	1	1	1	0	0	0
0.57	1.04	0.77	1	1	1	0	0	0
1.51	2.17	0.47	1	1	1	0	0	0
0.66	1.44	1.99	1	1	1	0	0	0
1.74	1.18	0.78	1	1	1	0	0	0
0.68	1.62	1.27	1	1	1	0	0	0
1.86	1.46	1.95	1	1	1	0	0	0
1.02	0.73	0.34	1	1	1	0	0	0
1.3	0.91	0.97	1	1	1	0	0	0
1.57	1.37	3.21	1	1	1	0	0	0
1.44	1.16	0.65	1	1	1	0	0	0
0.82	1.03	1.35	1	1	1	0	0	0
1.15	1.8	1.47	0	1	1	0	0	0
2.08	1.3	1.57	1	1	1	0	0	0
1.76	1.42	0.48	1	1	1	0	0	0
0.78	0.78	2.12	1	1	1	0	0	0
1.18	2	0.57	1	1	1	0	0	0
1.07	1.06	1.02	1	1	1	0	0	0
1.45	0.84	1.92	1	1	1	0	0	0
1.73	1.95	0.63	1	1	1	0	0	0
1.24	1.01	1.87	1	1	1	0	0	0
1.19	1.46	0.56	1	1	1	0	0	0
0.58	1.13	2.31	1	1	1	0	0	0
1.5	0.97	0.94	1	1	1	0	0	0
0.66	0.88	0.83	1	1	1	0	0	0
1.13	0.88	2.18	1	1	1	0	0	0
0.91	1.63	0.64	1	1	1	0	0	0
1.1	1.23	1.6	1	1	1	0	0	0
1.62	2.04	0.45	1	1	1	0	0	0
0.89	1.42	0.65	1	1	1	0	0	0
1.34	2.01	0.71	1	1	1	0	0	0
0.62	1.34	0.44	1	1	1	0	0	0
0.94	1.14	4.58	1	1	1	0	0	0
1.14	0.83	1.05	1	1	1	0	0	0
0.98	2.01	0.52	1	1	1	1	0	0
0.72	1.19	0.39	1	1	1	0	0	0
1.69	2.07	0.45	1	1	1	0	0	0
1.72	1.04	0.75	1	1	1	0	0	0
1.05	1.06	0.9	1	1	1	0	0	0
0.84	2.14	0.42	1	0	1	0	0	0
0.77	1.39	0.78	1	1	1	0	0	0
1.17	1.5	0.78	1	1	1	0	0	0
1.16	1.1	1.07	1	1	1	0	0	0
0.68	0.87	1.22	1	1	1	0	0	0
0.71	0.85	4.07	1	1	1	0	0	0
0.78	0.83	3.42	1	1	1	0	0	0
0.9	1.06	1.57	1	1	1	0	0	0
1.12	1.36	1.54	1	1	1	0	0	0
0.97	1.08	1.18	1	1	1	0	0	0
1.05	1.13	1.23	1	1	0	0	0	0
1.77	1.02	0.59	1	1	1	0	0	0
1.18	2.08	1.27	1	1	1	0	0	0
0.86	0.91	0.98	1	1	1	0	0	0
1.61	1.35	0.6	1	1	1	0	0	0
0.47	1.24	0.67	1	1	1	0	0	0
1.73	1.81	3.19	1	1	1	0	0	0
2.36	1.12	0.97	1	1	1	0	0	0
1.34	1.6	1.09	1	1	1	0	0	0
0.47	0.74	2.52	1	1	1	0	0	0
1.5	0.89	1.33	1	1	1	0	0	0
0.95	0.89	0.63	1	1	1	0	0	0
0.97	1.28	1.21	1	1	1	0	0	0
1.63	1.82	0.5	1	1	1	0	0	0
1.05	0.92	0.23	1	1	1	0	0	0
1.94	1.32	0.98	1	1	1	0	0	0
0.99	1.13	1.62	1	1	1	0	0	0
1.83	1.18	1.5	1	1	1	0	0	0
0.68	0.81	1.97	1	1	1	0	0	0
2.75	0.8	1.84	1	1	1	0	0	0
0.52	1.16	2.49	1	1	1	0	0	0
1.56	0.81	0.57	1	1	1	0	0	0
2.68	1.31	1.08	1	1	1	0	0	0
1.19	2.28	0.71	1	0	1	0	0	0
0.64	1.18	2.97	1	1	1	0	0	0
0.94	0.81	1.26	1	1	1	0	0	0
0.9	0.84	0.96	1	1	1	0	0	0
1	0.75	1.6	1	1	1	0	0	0
1.3	1.05	0.72	1	1	1	0	0	0
1.41	1.83	1.96	1	1	1	0	0	0
1.08	1.03	0.24	1	1	1	0	0	0
1.25	1.45	0.76	1	1	1	0	0	0
1.38	1.02	1.57	1	1	1	0	0	0
1.1	1.9	1.47	1	1	1	0	0	0
1.21	2.18	1.29	1	1	1	0	0	0
0.89	0.92	0.62	1	1	1	0	0	0
0.91	1.44	1.43	1	1	1	0	0	0
1.44	1.2	0.59	1	1	1	0	1	0
0.67	1.93	1.83	1	1	1	0	0	0
2.83	1.49	0.57	1	1	1	0	0	0
0.48	0.88	1.17	1	1	1	0	0	0
0.76	1.81	1.74	1	1	1	0	0	0
0.8	0.85	1.91	1	1	1	0	0	0
2.66	1.89	1.17	1	1	1	0	0	0
1.03	0.81	0.73	1	1	1	0	0	0
0.89	1.54	1.31	1	1	1	0	0	0
0.68	1.17	0.63	1	1	1	0	0	0
0.89	0.97	0.95	1	1	1	0	0	0
0.75	0.85	0.92	1	1	1	0	0	0
0.63	1.07	1.33	1	1	1	0	0	0
1.96	0.97	1.03	1	1	1	0	0	0
1.41	1.7	0.63	1	1	1	0	0	0
1.49	1.09	0.96	1	1	1	0	0	0
0.98	0.83	0.44	1	0	1	0	0	0
0.85	1.02	0.99	1	1	1	0	0	0
1.03	0.71	1.19	1	1	1	0	0	0
0.97	0.85	3.79	1	1	1	0	0	0
1.25	0.7	1.15	1	1	1	0	0	0
1.05	0.81	3.49	1	1	1	0	0	0
0.71	1.29	1.63	1	1	1	0	0	0
1.7	1.26	0.29	1	1	1	0	0	0
1.2	0.69	1.38	1	1	1	0	0	0
1.47	1.11	0.84	1	1	1	0	0	0
1.19	1.69	1.01	1	1	1	0	0	0
0.96	0.95	0.72	1	1	1	0	0	0
1.25	1.92	0.46	1	1	1	0	0	0
1.52	0.79	0.82	1	1	1	0	0	0
0.88	0.98	1.24	1	1	1	0	0	0
0.69	1.03	1.12	1	1	1	0	0	0
1.78	1.49	1.95	1	1	1	0	0	0
0.75	0.83	0.47	1	1	1	0	0	0
1.62	1.59	1	1	1	1	0	0	0
1.22	0.94	0.42	1	1	1	0	0	0
0.55	0.97	0.62	1	1	1	0	0	0
2.43	1.77	0.99	1	1	1	0	0	0
0.99	1.16	0.67	1	1	1	0	0	0
0.95	0.95	1.84	1	1	1	0	0	0
0.44	0.74	0.63	1	1	1	0	0	0
0.83	0.93	1.31	1	1	1	0	0	0
1.2	1.89	0.73	1	1	1	0	0	0
0.7	1.5	0.58	1	1	1	0	0	0
0.76	1.12	5.8	1	1	1	0	0	0
0.84	0.97	0.83	1	1	1	0	0	0
1.61	1.7	0.55	1	1	1	0	0	0
0.97	0.87	1	1	1	1	0	0	0
1.08	1.39	0.48	1	1	1	0	0	0
0.89	1.53	0.96	1	1	1	0	0	0
0.8	0.97	3.65	1	1	1	0	0	0
